k_mean,lambda,loss,loss_data,loss_phy,mae,rmse,val_loss,val_loss_data,val_loss_phy,val_mae,val_rmse,learning_rate
0.13500000536441803,1.0,2.611586093902588,2.6033613681793213,0.008225709199905396,1.0336196422576904,1.61338210105896,4.679239273071289,4.669900417327881,0.009339776821434498,1.2089260816574097,2.1646950244903564,0.0010000000474974513
0.13500000536441803,1.0,1.745242953300476,1.7371474504470825,0.00809568166732788,0.8284400105476379,1.3173285722732544,1.6012849807739258,1.5933877229690552,0.00789682101458311,0.8119902610778809,1.2631763219833374,0.0010000000474974513
0.13500000536441803,0.9999822378158569,1.5746513605117798,1.566557765007019,0.008093140088021755,0.7784344553947449,1.2511123418807983,1.88419508934021,1.8754985332489014,0.008696384727954865,0.8352064490318298,1.3718960285186768,0.0010000000474974513
0.13500000536441803,0.9999289512634277,1.4642133712768555,1.4561456441879272,0.008068069815635681,0.74319988489151,1.20689857006073,1.9946694374084473,1.9873462915420532,0.007323155179619789,0.90909743309021,1.41218900680542,0.0010000000474974513
0.13500000536441803,0.9998401403427124,1.4329235553741455,1.4248653650283813,0.008059675805270672,0.7299989461898804,1.1930196285247803,1.5263274908065796,1.5183073282241821,0.008021584711968899,0.7469410300254822,1.23478364944458,0.0010000000474974513
0.13500000536441803,0.9997157454490662,1.3379533290863037,1.3299146890640259,0.00804099626839161,0.7087666988372803,1.1533797979354858,3.124074935913086,3.1171393394470215,0.006938323378562927,1.248934268951416,1.7655867338180542,0.0010000000474974513
0.13500000536441803,0.9995558857917786,1.289743423461914,1.2817068099975586,0.008040625602006912,0.693394660949707,1.1321665048599243,33.4083137512207,33.4022102355957,0.006096686702221632,3.856431245803833,5.778731346130371,0.0010000000474974513
0.13500000536441803,0.9993605017662048,1.2593646049499512,1.2513362169265747,0.008033339865505695,0.6857302188873291,1.1176161766052246,2.2654855251312256,2.257157802581787,0.00833234004676342,0.8491965532302856,1.5052472352981567,0.0010000000474974513
0.13500000536441803,0.9991296529769897,1.2372026443481445,1.2291830778121948,0.008026390336453915,0.6821582913398743,1.1087247133255005,1.6578706502914429,1.6498180627822876,0.008060193620622158,0.7217788100242615,1.2869786024093628,0.0010000000474974513
0.13500000536441803,0.9988632798194885,1.1949982643127441,1.186962366104126,0.008044457994401455,0.672501802444458,1.0890642404556274,1.6620663404464722,1.6537554264068604,0.008320460096001625,0.7416484951972961,1.2885597944259644,0.0010000000474974513
0.13500000536441803,0.9985613822937012,1.1653329133987427,1.1573138236999512,0.008030007593333721,0.6623221039772034,1.0757452249526978,2.3095321655273438,2.3023698329925537,0.007173460442572832,1.039642572402954,1.517594814300537,0.0010000000474974513
0.13500000536441803,0.9982240796089172,1.127794623374939,1.1197818517684937,0.008026683703064919,0.6588284969329834,1.0583789348602295,0.837191104888916,0.8291879892349243,0.008017580956220627,0.5718545317649841,0.9124339818954468,0.0010000000474974513
0.13500000536441803,0.9978512525558472,1.1267160177230835,1.118706226348877,0.008026860654354095,0.6546074748039246,1.0572669506072998,1.0115325450897217,1.0037667751312256,0.007782652508467436,0.6476459503173828,1.00348961353302,0.0010000000474974513
